               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.010394,             0.00854,           0.0030732,             0.98037,             0.98976,             0.99334,             0.97074,           0.0032209,           0.0048338,          0.00030807,           0.0099852,           0.0099852,           0.0099852
                 151,            0.010438,           0.0084104,           0.0030777,             0.98026,             0.98985,             0.99333,             0.97073,           0.0032195,           0.0048335,          0.00030703,           0.0099851,           0.0099851,           0.0099851
                 152,              0.0103,           0.0083386,            0.003125,             0.98003,             0.99008,             0.99333,              0.9707,           0.0032181,           0.0048335,          0.00030638,           0.0099851,           0.0099851,           0.0099851
                 153,            0.010449,           0.0083809,           0.0031584,             0.97993,             0.99008,             0.99333,             0.97085,           0.0032159,             0.00483,          0.00030546,            0.009985,            0.009985,            0.009985
                 154,            0.010359,           0.0083571,           0.0030322,             0.97999,             0.99006,             0.99333,             0.97084,           0.0032139,           0.0048259,          0.00030496,           0.0099849,           0.0099849,           0.0099849
                 155,            0.010324,           0.0083535,           0.0029662,             0.97995,             0.99008,             0.99334,             0.97086,           0.0032124,           0.0048232,          0.00030445,           0.0099848,           0.0099848,           0.0099848
                 156,            0.010394,           0.0085785,           0.0030674,             0.98002,             0.98994,             0.99335,             0.97089,           0.0032115,           0.0048204,          0.00030388,           0.0099847,           0.0099847,           0.0099847
                 157,            0.010568,           0.0085074,           0.0030907,             0.98016,             0.98985,             0.99336,              0.9709,           0.0032099,           0.0048182,          0.00030344,           0.0099846,           0.0099846,           0.0099846
                 158,             0.01046,           0.0083667,           0.0030495,             0.98014,             0.98983,             0.99336,             0.97076,           0.0032097,           0.0048174,          0.00030246,           0.0099845,           0.0099845,           0.0099845
                 159,            0.010376,           0.0084236,           0.0031505,             0.97998,             0.98986,             0.99336,             0.97074,           0.0032081,           0.0048152,          0.00030144,           0.0099844,           0.0099844,           0.0099844
                 160,            0.010451,           0.0084938,           0.0031114,             0.97993,             0.98986,             0.99336,             0.97084,           0.0032068,           0.0048131,          0.00030113,           0.0099843,           0.0099843,           0.0099843
                 161,              0.0104,           0.0084337,           0.0033009,             0.97996,             0.98967,             0.99336,             0.97093,           0.0032045,           0.0048096,          0.00030097,           0.0099842,           0.0099842,           0.0099842
                 162,            0.010327,           0.0083955,            0.003062,             0.97997,             0.98964,             0.99336,             0.97101,           0.0032033,           0.0048075,          0.00030061,           0.0099841,           0.0099841,           0.0099841
                 163,            0.010401,           0.0083708,           0.0028986,             0.98007,             0.98965,             0.99336,             0.97094,           0.0032016,            0.004805,          0.00030052,            0.009984,            0.009984,            0.009984
                 164,            0.010379,            0.008381,           0.0030607,             0.98015,             0.98965,             0.99336,             0.97082,           0.0032006,           0.0048018,          0.00030051,           0.0099839,           0.0099839,           0.0099839
                 165,            0.010366,           0.0085313,           0.0032956,             0.98029,              0.9894,             0.99337,             0.97086,           0.0031998,           0.0047986,          0.00029996,           0.0099838,           0.0099838,           0.0099838
                 166,            0.010326,           0.0083176,           0.0029201,             0.98031,             0.98929,             0.99338,             0.97086,           0.0031986,           0.0047968,          0.00029933,           0.0099837,           0.0099837,           0.0099837
                 167,            0.010385,           0.0084075,           0.0029559,             0.98038,             0.98923,             0.99339,             0.97091,           0.0031987,           0.0047961,          0.00029882,           0.0099836,           0.0099836,           0.0099836
                 168,            0.010417,           0.0084705,           0.0032427,             0.98038,             0.98914,             0.99339,             0.97102,           0.0031983,           0.0047955,          0.00029811,           0.0099835,           0.0099835,           0.0099835
                 169,            0.010492,           0.0084848,           0.0030975,             0.98036,             0.98919,             0.99339,               0.971,           0.0031962,           0.0047929,          0.00029741,           0.0099834,           0.0099834,           0.0099834
                 170,            0.010352,            0.008454,           0.0031568,             0.98034,             0.98935,             0.99339,             0.97134,           0.0031951,           0.0047916,          0.00029678,           0.0099833,           0.0099833,           0.0099833
                 171,            0.010351,            0.008333,           0.0030309,             0.98051,             0.98956,              0.9934,             0.97137,           0.0031937,           0.0047898,           0.0002965,           0.0099832,           0.0099832,           0.0099832
                 172,            0.010259,           0.0083781,           0.0030315,             0.98062,             0.98942,             0.99342,             0.97138,            0.003194,            0.004788,           0.0002955,           0.0099831,           0.0099831,           0.0099831
                 173,            0.010578,           0.0085058,           0.0031925,             0.98087,             0.98985,             0.99344,             0.97142,           0.0031939,           0.0047856,          0.00029445,            0.009983,            0.009983,            0.009983
                 174,            0.010198,           0.0084017,             0.00293,             0.98111,             0.98977,             0.99346,             0.97111,           0.0031941,           0.0047852,           0.0002937,           0.0099829,           0.0099829,           0.0099829
                 175,            0.010241,           0.0083516,            0.002952,             0.98107,             0.98988,             0.99346,             0.97108,           0.0031936,           0.0047848,          0.00029246,           0.0099828,           0.0099828,           0.0099828
                 176,            0.010264,           0.0083728,           0.0029434,             0.98105,             0.98986,             0.99346,             0.97121,           0.0031929,           0.0047842,          0.00029155,           0.0099827,           0.0099827,           0.0099827
                 177,            0.010182,           0.0083281,           0.0030326,             0.98111,             0.98976,             0.99346,             0.97113,            0.003192,           0.0047831,          0.00029073,           0.0099826,           0.0099826,           0.0099826
                 178,            0.010193,           0.0082981,           0.0031089,             0.98106,              0.9898,             0.99346,             0.97118,           0.0031909,           0.0047824,          0.00028993,           0.0099825,           0.0099825,           0.0099825
                 179,            0.010229,            0.008343,            0.003104,             0.98106,             0.98971,             0.99346,             0.97174,           0.0031897,           0.0047812,          0.00028934,           0.0099824,           0.0099824,           0.0099824
                 180,            0.010265,           0.0083608,           0.0029918,             0.98114,             0.98963,             0.99346,             0.97154,           0.0031889,           0.0047799,          0.00028837,           0.0099823,           0.0099823,           0.0099823
                 181,            0.010154,           0.0082743,           0.0030473,              0.9814,              0.9896,             0.99347,             0.97156,           0.0031883,           0.0047794,          0.00028727,           0.0099822,           0.0099822,           0.0099822
                 182,            0.010375,           0.0084425,           0.0027487,             0.98142,             0.98963,             0.99348,             0.97157,           0.0031877,           0.0047782,          0.00028654,           0.0099821,           0.0099821,           0.0099821
                 183,             0.01034,           0.0082587,           0.0029815,             0.98139,             0.98963,             0.99349,             0.97163,           0.0031862,           0.0047759,          0.00028603,            0.009982,            0.009982,            0.009982
                 184,            0.010282,           0.0083669,           0.0030019,             0.98165,             0.98971,             0.99349,             0.97165,           0.0031842,           0.0047747,          0.00028609,           0.0099819,           0.0099819,           0.0099819
                 185,            0.010195,           0.0082419,           0.0027761,             0.98178,             0.98971,              0.9935,             0.97169,           0.0031829,           0.0047735,          0.00028649,           0.0099818,           0.0099818,           0.0099818
                 186,            0.010169,           0.0082598,           0.0029348,             0.98133,             0.98978,              0.9935,               0.972,           0.0031821,           0.0047723,          0.00028624,           0.0099817,           0.0099817,           0.0099817
                 187,            0.010105,           0.0081694,           0.0026801,              0.9812,             0.98978,              0.9935,             0.97208,           0.0031813,           0.0047712,          0.00028572,           0.0099816,           0.0099816,           0.0099816
                 188,             0.01029,           0.0083609,           0.0032106,             0.98132,             0.98978,             0.99351,             0.97208,           0.0031803,            0.004769,          0.00028555,           0.0099815,           0.0099815,           0.0099815
                 189,            0.010286,           0.0083097,           0.0032041,             0.98143,             0.98978,             0.99351,             0.97207,           0.0031796,           0.0047675,          0.00028556,           0.0099814,           0.0099814,           0.0099814
                 190,            0.010213,           0.0082488,           0.0029561,             0.98168,             0.98978,             0.99351,              0.9721,           0.0031797,           0.0047683,           0.0002854,           0.0099813,           0.0099813,           0.0099813
                 191,            0.010312,           0.0083676,           0.0030432,             0.98197,             0.98978,             0.99351,             0.97211,           0.0031803,           0.0047687,          0.00028518,           0.0099812,           0.0099812,           0.0099812
                 192,            0.010181,           0.0081913,           0.0029042,             0.98194,             0.98978,             0.99352,             0.97215,           0.0031797,           0.0047676,          0.00028532,           0.0099811,           0.0099811,           0.0099811
                 193,            0.010202,           0.0083777,           0.0028392,             0.98207,             0.98978,             0.99352,              0.9722,            0.003179,            0.004766,          0.00028554,            0.009981,            0.009981,            0.009981
                 194,            0.010311,           0.0084164,           0.0030603,             0.98215,             0.98963,             0.99352,              0.9721,           0.0031789,           0.0047653,          0.00028644,           0.0099809,           0.0099809,           0.0099809
                 195,            0.010106,           0.0082168,           0.0030135,             0.98199,             0.98956,             0.99353,             0.97215,           0.0031779,           0.0047639,          0.00028673,           0.0099808,           0.0099808,           0.0099808
                 196,            0.010218,            0.008262,           0.0030506,             0.98214,             0.98953,             0.99354,              0.9722,            0.003177,           0.0047615,          0.00028706,           0.0099807,           0.0099807,           0.0099807
                 197,            0.010128,           0.0082075,           0.0032371,             0.98202,             0.98935,             0.99354,             0.97216,           0.0031768,           0.0047617,          0.00028705,           0.0099806,           0.0099806,           0.0099806
                 198,            0.010068,           0.0082288,           0.0029824,             0.98143,             0.98978,             0.99354,             0.97214,           0.0031757,           0.0047605,          0.00028655,           0.0099805,           0.0099805,           0.0099805
                 199,            0.010177,           0.0081973,            0.003209,             0.98141,             0.98956,             0.99353,              0.9721,           0.0031748,           0.0047579,          0.00028661,           0.0099804,           0.0099804,           0.0099804
                 200,            0.010195,           0.0083595,           0.0029331,             0.98174,             0.98956,             0.99354,             0.97215,           0.0031745,            0.004757,          0.00028678,           0.0099803,           0.0099803,           0.0099803
                 201,            0.010346,           0.0084377,            0.002955,             0.98179,             0.98935,             0.99356,             0.97219,           0.0031742,           0.0047559,          0.00028698,           0.0099802,           0.0099802,           0.0099802
                 202,            0.010158,           0.0084075,           0.0031191,             0.98184,             0.98935,             0.99356,             0.97223,           0.0031732,           0.0047545,          0.00028739,           0.0099801,           0.0099801,           0.0099801
                 203,            0.010112,           0.0081764,           0.0029855,             0.98184,             0.98935,             0.99356,             0.97221,           0.0031726,           0.0047536,          0.00028749,             0.00998,             0.00998,             0.00998
                 204,            0.010189,           0.0082258,           0.0026379,             0.98158,             0.98935,             0.99357,             0.97216,           0.0031718,           0.0047529,           0.0002875,           0.0099799,           0.0099799,           0.0099799
                 205,            0.010009,           0.0080986,           0.0029045,             0.98176,             0.98967,             0.99357,             0.97217,           0.0031713,            0.004752,           0.0002877,           0.0099798,           0.0099798,           0.0099798
                 206,            0.010401,           0.0083657,            0.002967,             0.98177,             0.98966,             0.99357,             0.97224,           0.0031713,           0.0047536,          0.00028727,           0.0099797,           0.0099797,           0.0099797
                 207,            0.010154,           0.0081387,           0.0027145,             0.98182,             0.98935,             0.99357,              0.9722,           0.0031714,           0.0047538,          0.00028675,           0.0099796,           0.0099796,           0.0099796
                 208,            0.010164,            0.008264,           0.0030081,             0.98189,             0.98935,             0.99358,             0.97231,           0.0031712,           0.0047541,          0.00028558,           0.0099795,           0.0099795,           0.0099795
                 209,            0.010256,           0.0082622,           0.0031546,             0.98194,             0.98933,             0.99359,             0.97231,           0.0031713,           0.0047535,          0.00028569,           0.0099794,           0.0099794,           0.0099794
                 210,            0.010121,           0.0082733,           0.0029174,             0.98195,             0.98916,             0.99359,             0.97237,           0.0031713,           0.0047516,          0.00028589,           0.0099793,           0.0099793,           0.0099793
                 211,            0.010102,           0.0080919,           0.0027871,             0.98193,             0.98921,              0.9936,             0.97244,           0.0031704,             0.00475,          0.00028608,           0.0099792,           0.0099792,           0.0099792
                 212,           0.0099971,           0.0080755,           0.0027972,               0.982,             0.98914,             0.99361,              0.9725,           0.0031695,           0.0047482,          0.00028601,           0.0099791,           0.0099791,           0.0099791
                 213,            0.010313,           0.0083177,           0.0030213,             0.98206,             0.98914,             0.99361,             0.97278,           0.0031687,           0.0047464,          0.00028582,            0.009979,            0.009979,            0.009979
                 214,            0.010176,           0.0083112,           0.0030127,             0.98211,             0.98914,              0.9936,             0.97252,           0.0031684,           0.0047448,          0.00028571,           0.0099789,           0.0099789,           0.0099789
                 215,            0.010134,           0.0082419,           0.0030441,             0.98232,             0.98914,              0.9936,             0.97263,            0.003168,           0.0047433,          0.00028518,           0.0099788,           0.0099788,           0.0099788
                 216,            0.010227,           0.0083115,            0.003001,              0.9823,             0.98914,             0.99361,             0.97304,           0.0031669,           0.0047411,          0.00028524,           0.0099787,           0.0099787,           0.0099787
                 217,            0.010164,           0.0082731,             0.00284,             0.98238,             0.98914,              0.9936,             0.97278,           0.0031663,           0.0047393,          0.00028494,           0.0099786,           0.0099786,           0.0099786
                 218,            0.010174,           0.0081934,           0.0030927,             0.98249,             0.98904,              0.9936,             0.97277,            0.003166,           0.0047379,          0.00028452,           0.0099785,           0.0099785,           0.0099785
                 219,            0.010114,           0.0082114,            0.002772,             0.98252,             0.98893,              0.9936,             0.97284,           0.0031657,           0.0047368,          0.00028456,           0.0099784,           0.0099784,           0.0099784
                 220,            0.010067,           0.0081915,           0.0028356,             0.98252,             0.98893,             0.99361,             0.97313,            0.003165,           0.0047345,          0.00028503,           0.0099783,           0.0099783,           0.0099783
                 221,             0.01009,           0.0083748,           0.0030349,             0.98219,             0.98893,             0.99363,             0.97314,            0.003164,           0.0047324,          0.00028531,           0.0099782,           0.0099782,           0.0099782
                 222,             0.01007,           0.0082637,           0.0028815,             0.98199,             0.98914,             0.99362,             0.97316,           0.0031636,           0.0047321,          0.00028564,           0.0099781,           0.0099781,           0.0099781
                 223,            0.010179,           0.0082599,           0.0028428,               0.982,             0.98908,             0.99363,             0.97319,           0.0031629,           0.0047305,          0.00028516,            0.009978,            0.009978,            0.009978
                 224,            0.010027,           0.0080908,           0.0026977,             0.98199,             0.98914,             0.99362,             0.97288,           0.0031622,           0.0047285,          0.00028487,           0.0099779,           0.0099779,           0.0099779
                 225,            0.010066,           0.0081937,            0.002874,             0.98198,             0.98914,             0.99364,             0.97289,           0.0031611,           0.0047263,          0.00028503,           0.0099778,           0.0099778,           0.0099778
                 226,           0.0099749,           0.0082679,           0.0027284,             0.98201,             0.98899,             0.99364,             0.97286,           0.0031598,           0.0047237,          0.00028538,           0.0099777,           0.0099777,           0.0099777
                 227,            0.010252,           0.0084226,           0.0029442,             0.98203,             0.98899,             0.99364,             0.97293,           0.0031596,           0.0047217,          0.00028558,           0.0099776,           0.0099776,           0.0099776
                 228,            0.010277,           0.0083322,           0.0028507,             0.98204,             0.98897,             0.99365,             0.97294,           0.0031592,           0.0047207,          0.00028583,           0.0099775,           0.0099775,           0.0099775
                 229,             0.01019,           0.0083578,           0.0029809,             0.98197,             0.98893,             0.99365,             0.97295,           0.0031586,           0.0047206,           0.0002859,           0.0099774,           0.0099774,           0.0099774
                 230,            0.010047,           0.0082504,           0.0029431,             0.98216,             0.98878,             0.99365,               0.973,           0.0031576,           0.0047192,          0.00028578,           0.0099773,           0.0099773,           0.0099773
                 231,            0.010123,           0.0082153,           0.0031316,             0.98213,             0.98878,             0.99364,             0.97302,           0.0031568,            0.004719,          0.00028612,           0.0099772,           0.0099772,           0.0099772
                 232,            0.010312,           0.0082609,           0.0028927,             0.98214,             0.98863,             0.99365,               0.973,           0.0031566,           0.0047191,          0.00028623,           0.0099771,           0.0099771,           0.0099771
                 233,            0.010068,           0.0081502,           0.0027953,              0.9822,             0.98863,             0.99366,             0.97298,           0.0031563,           0.0047184,          0.00028605,            0.009977,            0.009977,            0.009977
                 234,            0.010241,           0.0083072,           0.0031136,              0.9824,             0.98863,             0.99366,             0.97308,           0.0031556,           0.0047168,          0.00028598,           0.0099769,           0.0099769,           0.0099769
                 235,            0.010026,           0.0081182,           0.0027264,             0.98234,             0.98863,             0.99367,             0.97309,           0.0031554,           0.0047169,           0.0002859,           0.0099768,           0.0099768,           0.0099768
                 236,            0.010054,           0.0081003,           0.0029744,             0.98235,             0.98863,             0.99366,             0.97342,           0.0031546,           0.0047155,            0.000286,           0.0099767,           0.0099767,           0.0099767
                 237,            0.010032,           0.0082461,           0.0029321,             0.98238,             0.98863,             0.99367,             0.97345,           0.0031534,           0.0047129,          0.00028594,           0.0099766,           0.0099766,           0.0099766
                 238,             0.01017,           0.0082998,           0.0030723,             0.98237,             0.98863,             0.99368,             0.97331,           0.0031524,           0.0047118,          0.00028643,           0.0099765,           0.0099765,           0.0099765
                 239,             0.01003,           0.0081696,            0.002967,             0.98233,             0.98878,             0.99368,             0.97302,           0.0031513,           0.0047098,          0.00028645,           0.0099764,           0.0099764,           0.0099764
                 240,             0.01009,           0.0081669,           0.0029713,             0.98212,             0.98878,             0.99368,             0.97332,           0.0031498,           0.0047066,          0.00028633,           0.0099763,           0.0099763,           0.0099763
                 241,            0.010126,           0.0081392,           0.0029946,             0.98216,             0.98878,             0.99368,             0.97342,           0.0031486,           0.0047048,          0.00028612,           0.0099762,           0.0099762,           0.0099762
                 242,            0.010101,           0.0082238,           0.0027092,             0.98217,             0.98878,             0.99368,             0.97374,           0.0031484,           0.0047037,          0.00028625,           0.0099761,           0.0099761,           0.0099761
                 243,           0.0099882,           0.0080765,           0.0027808,             0.98226,             0.98878,             0.99368,             0.97349,           0.0031484,           0.0047026,          0.00028603,            0.009976,            0.009976,            0.009976
                 244,            0.010084,            0.008202,           0.0029719,             0.98227,             0.98878,             0.99368,             0.97352,           0.0031478,           0.0047014,          0.00028613,           0.0099759,           0.0099759,           0.0099759
                 245,           0.0099276,           0.0080739,           0.0027993,             0.98228,             0.98871,             0.99369,             0.97356,           0.0031471,           0.0046992,          0.00028616,           0.0099758,           0.0099758,           0.0099758
                 246,            0.010153,           0.0081219,           0.0027896,             0.98206,             0.98857,              0.9937,             0.97352,           0.0031465,           0.0046972,          0.00028575,           0.0099757,           0.0099757,           0.0099757
                 247,            0.009883,           0.0082119,           0.0028406,               0.982,             0.98857,              0.9937,             0.97353,            0.003146,           0.0046947,          0.00028528,           0.0099756,           0.0099756,           0.0099756
                 248,            0.010156,           0.0081555,           0.0029629,             0.98208,             0.98845,             0.99371,             0.97357,           0.0031451,           0.0046918,          0.00028555,           0.0099755,           0.0099755,           0.0099755
                 249,            0.010146,           0.0082977,           0.0030717,             0.98257,             0.98836,             0.99371,              0.9735,           0.0031451,           0.0046915,          0.00028543,           0.0099754,           0.0099754,           0.0099754
                 250,            0.010155,           0.0082255,           0.0028047,             0.98249,             0.98836,             0.99371,             0.97352,           0.0031446,           0.0046907,           0.0002853,           0.0099753,           0.0099753,           0.0099753
                 251,            0.010001,           0.0081657,           0.0026542,             0.98252,             0.98836,             0.99371,             0.97352,           0.0031436,           0.0046897,          0.00028542,           0.0099753,           0.0099753,           0.0099753
                 252,           0.0099992,           0.0082291,           0.0029982,             0.98224,             0.98851,              0.9937,             0.97354,           0.0031429,           0.0046886,          0.00028597,           0.0099752,           0.0099752,           0.0099752
                 253,            0.010097,           0.0082699,            0.003011,             0.98229,             0.98851,             0.99371,             0.97353,           0.0031421,           0.0046868,          0.00028668,           0.0099751,           0.0099751,           0.0099751
                 254,            0.009997,           0.0081248,           0.0027798,             0.98222,             0.98855,             0.99372,             0.97321,           0.0031413,           0.0046856,          0.00028634,            0.009975,            0.009975,            0.009975
                 255,            0.010035,           0.0083003,           0.0029799,             0.98224,             0.98846,             0.99372,              0.9735,           0.0031411,           0.0046863,          0.00028594,           0.0099749,           0.0099749,           0.0099749
                 256,           0.0099625,           0.0081044,           0.0028646,             0.98231,             0.98847,             0.99372,             0.97352,           0.0031404,           0.0046856,          0.00028574,           0.0099748,           0.0099748,           0.0099748
                 257,            0.010087,           0.0082732,           0.0027593,             0.98218,             0.98831,             0.99371,             0.97359,           0.0031398,           0.0046848,          0.00028573,           0.0099747,           0.0099747,           0.0099747
                 258,            0.010107,           0.0081755,           0.0028713,             0.98217,             0.98827,             0.99371,             0.97365,           0.0031395,           0.0046833,          0.00028624,           0.0099746,           0.0099746,           0.0099746
                 259,           0.0099564,           0.0082113,           0.0027647,             0.98224,             0.98815,             0.99371,             0.97365,           0.0031391,           0.0046814,          0.00028647,           0.0099745,           0.0099745,           0.0099745
                 260,           0.0099631,           0.0082247,           0.0027401,             0.98261,             0.98823,             0.99371,             0.97374,           0.0031381,             0.00468,          0.00028727,           0.0099744,           0.0099744,           0.0099744
                 261,           0.0099587,           0.0081108,           0.0028482,             0.98271,             0.98831,             0.99372,             0.97378,           0.0031381,           0.0046785,          0.00028767,           0.0099743,           0.0099743,           0.0099743
                 262,            0.010031,           0.0081704,           0.0028187,             0.98272,             0.98827,             0.99372,             0.97376,           0.0031375,           0.0046787,          0.00028803,           0.0099742,           0.0099742,           0.0099742
                 263,            0.010019,            0.008271,           0.0030924,              0.9829,              0.9883,             0.99373,             0.97381,           0.0031366,           0.0046778,          0.00028808,           0.0099741,           0.0099741,           0.0099741
                 264,            0.010148,           0.0081996,           0.0029959,             0.98309,             0.98843,             0.99374,             0.97378,           0.0031357,           0.0046766,           0.0002878,            0.009974,            0.009974,            0.009974
                 265,            0.010022,           0.0080789,            0.002699,             0.98298,             0.98851,             0.99373,              0.9738,           0.0031351,            0.004675,          0.00028743,           0.0099739,           0.0099739,           0.0099739
                 266,           0.0098457,           0.0081385,           0.0026145,             0.98305,             0.98856,             0.99374,             0.97376,           0.0031347,           0.0046728,          0.00028766,           0.0099738,           0.0099738,           0.0099738
                 267,           0.0097074,           0.0080694,           0.0027155,             0.98316,             0.98838,             0.99373,             0.97375,           0.0031344,           0.0046711,          0.00028821,           0.0099737,           0.0099737,           0.0099737
                 268,           0.0099979,             0.00809,           0.0027215,             0.98321,             0.98805,             0.99373,             0.97387,            0.003134,           0.0046703,           0.0002885,           0.0099736,           0.0099736,           0.0099736
                 269,           0.0098183,           0.0080327,           0.0028819,             0.98356,             0.98812,             0.99373,             0.97389,           0.0031332,           0.0046697,          0.00028872,           0.0099735,           0.0099735,           0.0099735
                 270,           0.0099434,            0.008131,           0.0026565,             0.98347,              0.9883,             0.99374,             0.97387,           0.0031329,           0.0046678,          0.00028906,           0.0099734,           0.0099734,           0.0099734
                 271,           0.0098267,           0.0079097,            0.002699,             0.98338,              0.9883,             0.99374,             0.97392,           0.0031333,           0.0046675,           0.0002891,           0.0099733,           0.0099733,           0.0099733
                 272,           0.0099182,           0.0080569,            0.002989,             0.98337,             0.98826,             0.99374,             0.97397,           0.0031332,           0.0046679,          0.00028935,           0.0099732,           0.0099732,           0.0099732
                 273,             0.01003,           0.0079517,           0.0026599,             0.98356,             0.98809,             0.99375,             0.97399,           0.0031328,           0.0046669,          0.00028883,           0.0099731,           0.0099731,           0.0099731
                 274,           0.0098593,           0.0081333,           0.0027926,             0.98346,             0.98809,             0.99375,             0.97402,           0.0031322,           0.0046659,          0.00028899,            0.009973,            0.009973,            0.009973
                 275,           0.0099073,           0.0080152,           0.0026881,             0.98344,             0.98809,             0.99376,             0.97431,           0.0031324,           0.0046667,          0.00028927,           0.0099729,           0.0099729,           0.0099729
                 276,           0.0099916,           0.0079839,           0.0026108,             0.98383,             0.98809,             0.99375,             0.97424,           0.0031316,           0.0046679,          0.00028944,           0.0099728,           0.0099728,           0.0099728
                 277,           0.0099809,           0.0079938,           0.0027549,             0.98448,             0.98809,             0.99376,               0.974,           0.0031314,           0.0046676,           0.0002896,           0.0099727,           0.0099727,           0.0099727
                 278,            0.010068,           0.0080413,           0.0026434,             0.98457,             0.98799,             0.99376,             0.97427,           0.0031307,           0.0046665,           0.0002905,           0.0099726,           0.0099726,           0.0099726
                 279,           0.0099377,            0.008188,           0.0027354,             0.98447,             0.98787,             0.99375,             0.97443,           0.0031299,           0.0046654,          0.00029113,           0.0099725,           0.0099725,           0.0099725
                 280,           0.0098741,           0.0080159,           0.0026847,             0.98437,             0.98781,             0.99375,             0.97438,           0.0031288,            0.004665,          0.00029073,           0.0099724,           0.0099724,           0.0099724
                 281,            0.010066,           0.0080262,           0.0027657,             0.98442,             0.98794,             0.99375,             0.97436,           0.0031281,           0.0046649,            0.000291,           0.0099723,           0.0099723,           0.0099723
                 282,           0.0099726,           0.0080658,           0.0028539,             0.98433,             0.98798,             0.99375,             0.97425,           0.0031272,           0.0046649,          0.00029058,           0.0099722,           0.0099722,           0.0099722
                 283,            0.010174,           0.0083434,           0.0028622,             0.98445,             0.98794,             0.99375,             0.97427,           0.0031263,           0.0046644,          0.00029009,           0.0099721,           0.0099721,           0.0099721
                 284,             0.01007,           0.0080827,           0.0029444,             0.98443,             0.98794,             0.99375,             0.97428,           0.0031255,           0.0046628,          0.00029021,            0.009972,            0.009972,            0.009972
                 285,           0.0098843,           0.0080659,           0.0027841,             0.98435,             0.98794,             0.99376,             0.97429,           0.0031249,           0.0046631,          0.00029066,           0.0099719,           0.0099719,           0.0099719
                 286,           0.0098963,           0.0079854,           0.0028794,             0.98434,             0.98794,             0.99377,              0.9743,           0.0031243,            0.004663,          0.00029108,           0.0099718,           0.0099718,           0.0099718
                 287,           0.0098468,           0.0081923,           0.0028612,             0.98458,             0.98779,             0.99377,             0.97433,           0.0031235,            0.004662,          0.00029116,           0.0099717,           0.0099717,           0.0099717
                 288,           0.0098846,            0.008131,           0.0028449,             0.98513,             0.98732,             0.99377,             0.97431,           0.0031231,           0.0046609,          0.00029135,           0.0099716,           0.0099716,           0.0099716
                 289,           0.0099697,           0.0080987,           0.0029359,             0.98508,             0.98723,             0.99377,             0.97436,            0.003123,           0.0046597,          0.00029186,           0.0099715,           0.0099715,           0.0099715
                 290,           0.0099007,           0.0080026,           0.0025741,             0.98516,             0.98676,             0.99377,             0.97438,           0.0031227,           0.0046585,          0.00029269,           0.0099714,           0.0099714,           0.0099714
                 291,           0.0099643,           0.0082528,           0.0029172,             0.98502,             0.98704,             0.99376,              0.9744,           0.0031227,           0.0046575,          0.00029397,           0.0099713,           0.0099713,           0.0099713
                 292,            0.010044,           0.0081047,           0.0028567,             0.98481,               0.987,             0.99377,             0.97438,           0.0031223,            0.004656,          0.00029455,           0.0099712,           0.0099712,           0.0099712
                 293,           0.0097582,           0.0080316,           0.0028088,             0.98474,             0.98763,             0.99378,              0.9744,           0.0031214,           0.0046553,          0.00029496,           0.0099711,           0.0099711,           0.0099711
                 294,           0.0097938,           0.0079834,           0.0028005,             0.98492,             0.98757,             0.99378,             0.97435,           0.0031205,            0.004653,           0.0002954,            0.009971,            0.009971,            0.009971
                 295,            0.009956,           0.0080351,            0.002771,             0.98499,             0.98735,             0.99377,             0.97432,           0.0031202,           0.0046535,          0.00029603,           0.0099709,           0.0099709,           0.0099709
                 296,           0.0097337,           0.0079597,           0.0027205,             0.98494,             0.98728,             0.99377,             0.97434,           0.0031196,           0.0046526,          0.00029625,           0.0099708,           0.0099708,           0.0099708
                 297,           0.0097729,           0.0080204,           0.0026489,             0.98435,             0.98749,             0.99376,             0.97422,           0.0031189,           0.0046518,          0.00029648,           0.0099707,           0.0099707,           0.0099707
                 298,           0.0099057,           0.0080354,           0.0027885,             0.98435,             0.98737,             0.99377,             0.97421,           0.0031172,           0.0046504,          0.00029674,           0.0099706,           0.0099706,           0.0099706
                 299,           0.0098211,           0.0080163,           0.0027448,             0.98427,             0.98728,             0.99377,             0.97419,           0.0031163,           0.0046503,          0.00029704,           0.0099705,           0.0099705,           0.0099705
                 300,            0.009929,             0.00824,           0.0027703,             0.98401,             0.98728,             0.99377,             0.97414,           0.0031153,           0.0046503,           0.0002973,           0.0099704,           0.0099704,           0.0099704
                 301,           0.0098866,           0.0080875,           0.0028144,             0.98389,             0.98728,             0.99377,             0.97411,           0.0031143,           0.0046496,           0.0002978,           0.0099703,           0.0099703,           0.0099703
                 302,           0.0098245,           0.0079683,           0.0028207,             0.98389,             0.98728,             0.99377,             0.97411,           0.0031136,           0.0046489,          0.00029837,           0.0099702,           0.0099702,           0.0099702
                 303,           0.0099321,           0.0079738,           0.0025758,             0.98362,             0.98771,             0.99376,             0.97418,            0.003112,           0.0046485,          0.00029894,           0.0099701,           0.0099701,           0.0099701
                 304,           0.0099571,           0.0079651,           0.0027529,             0.98374,             0.98755,             0.99376,             0.97418,           0.0031112,            0.004649,          0.00029969,             0.00997,             0.00997,             0.00997
